Tiempo,Susceptibles,Infectados,Removidos
0.51,0.9999927244181612,4.87263022241842e-06,2.4029516168220806e-06
0.52,0.9999926603898908,4.887856100836751e-06,2.4517540088556735e-06
0.53,0.9999925958658866,4.903423747011253e-06,2.5007103668453467e-06
0.54,0.9999925308397568,4.919336120498045e-06,2.5498241232242766e-06
0.55,0.9999924653050076,4.935596252518433e-06,2.5990987403788866e-06
0.56,0.9999923992550422,4.9522072469201175e-06,2.6485377113702866e-06
0.5700000000000001,0.9999923326831587,4.9691722811633684e-06,2.698144560665451e-06
0.58,0.9999922655825483,4.9864946073326045e-06,2.747922844878385e-06
0.59,0.9999921979462938,5.00417755317384e-06,2.797876153521535e-06
0.6,0.9999921297673675,5.022224523158447e-06,2.8480081097677047e-06
0.61,0.9999920610386296,5.040638999573721e-06,2.898322371222743e-06
0.62,0.999991991752826,5.059424543640726e-06,2.948822630709275e-06
0.63,0.9999919219025867,5.078584796659931e-06,2.9995126170617455e-06
0.64,0.9999918514804232,5.098123481185146e-06,3.0503960959330648e-06
0.65,0.9999917804787275,5.11804440222629e-06,3.1014768706131363e-06
0.66,0.999991708889769,5.138351448481536e-06,3.1527587828595566e-06
0.67,0.9999916367056929,5.159048593599385e-06,3.2042457137407878e-06
0.68,0.9999915639185183,5.180139897471236e-06,3.2559415844921025e-06
0.6900000000000001,0.9999914905201354,5.201629507555063e-06,3.307850357384609e-06
0.7000000000000001,0.9999914165023035,5.223521660230773e-06,3.359976036607671e-06
0.71,0.999991341856649,5.245820682187876e-06,3.412322669165045e-06
0.72,0.9999912665746626,5.26853099184611e-06,3.464894345785053e-06
0.73,0.9999911906476976,5.291657100809651e-06,3.517695201845135e-06
0.74,0.9999911140669666,5.315203615355605e-06,3.570729418311109e-06
0.75,0.9999910368235396,5.339175237957434e-06,3.6240012226914956e-06
0.76,0.9999909589083414,5.363576768844044e-06,3.67751489000725e-06
0.77,0.9999908803121489,5.388413107595251e-06,3.7312747437772685e-06
0.78,0.9999908010255885,5.413689254774352e-06,3.7852851570200343e-06
0.79,0.9999907210391333,5.439410313598581e-06,3.8395505532717774e-06
0.8,0.9999906403431009,5.4655814916482035e-06,3.894075407621534e-06
0.81,0.9999905589276498,5.492208102615072e-06,3.948864247763488e-06
0.8200000000000001,0.999990476782777,5.51929556809144e-06,4.0039216550670064e-06
0.8300000000000001,0.999990393898315,5.546849419399886e-06,4.05925226566476e-06
0.84,0.999990310263929,5.5748752994652075e-06,4.11486077155936e-06
0.85,0.9999902258691136,5.60337896472916e-06,4.170751921748919e-06
0.86,0.9999901407031896,5.63236628710895e-06,4.226930523371987e-06
0.87,0.9999900547553012,5.6618432560004175e-06,4.2834014428722875e-06
0.88,0.9999899680144126,5.691815980326842e-06,4.340169607183715e-06
0.89,0.9999898804693046,5.722290690634367e-06,4.397240004936052e-06
0.9,0.9999897921085712,5.7532737412350245e-06,4.454617687681882e-06
0.91,0.9999897029206166,5.784771612398402e-06,4.512307771145171e-06
0.92,0.9999896128936511,5.816790912592991e-06,4.5703154364920116e-06
0.93,0.9999895220156878,5.8493383807783e-06,4.628645931624041e-06
0.9400000000000001,0.999989430274539,5.882420888748841e-06,4.6873045724950315e-06
0.9500000000000001,0.9999893376578123,5.916045443531106e-06,4.746296744451185e-06
0.96,0.9999892441529068,5.950219189834726e-06,4.805627903595673e-06
0.97,0.9999891497470095,5.984949412558967e-06,4.8653035781779615e-06
0.98,0.9999890544270909,6.020243539355816e-06,4.92532937000848e-06
0.99,0.9999889581799011,6.0561091432508845e-06,4.985710955899213e-06
1.0,0.9999888609919658,6.092553945323433e-06,5.046454089130792e-06
1.01,0.9999887628495819,6.129585817446816e-06,5.107564600946692e-06
1.02,0.9999886637388131,6.167212785090711e-06,5.16904840207514e-06
1.03,0.9999885636454858,6.2054430301865035e-06,5.23091148427936e-06
1.04,0.9999884625551843,6.24428489405725e-06,5.29315992193679e-06
1.05,0.9999883604532462,6.28374688041368e-06,5.355799873647935e-06
1.06,0.999988257324758,6.323837658417719e-06,5.4188375838755095e-06
1.07,0.9999881531545499,6.364566065815061e-06,5.482279384614566e-06
1.08,0.9999880479271911,6.40594111213837e-06,5.546131697094295e-06
1.09,0.9999879416269848,6.4479719819827e-06,5.610401033512221e-06
1.1,0.9999878342379631,6.490668038354798e-06,5.675093998801516e-06
1.11,0.9999877257438817,6.5340388260979675e-06,5.740217292432191e-06
1.12,0.9999876161282146,6.57809407539423e-06,5.805777710246915e-06
1.1300000000000001,0.9999875053741486,6.622843705345563e-06,5.871782146332249e-06
1.1400000000000001,0.9999873934645778,6.668297827636035e-06,5.938237594926099e-06
1.1500000000000001,0.9999872803820977,6.714466750276698e-06,6.005151152362202e-06
1.16,0.9999871661089998,6.761360981435166e-06,6.07253001905248e-06
1.17,0.9999870506272655,6.808991233351831e-06,6.140381501508128e-06
1.18,0.9999869339185595,6.8573684263447435e-06,6.208713014400296e-06
1.19,0.9999868159642247,6.90650369290521e-06,6.277532082661283e-06
1.2,0.9999866967452747,6.956408381886236e-06,6.34684634362714e-06
1.21,0.9999865762423883,7.0070940627859806e-06,6.416663549222638e-06
1.22,0.999986454435902,7.058572530128454e-06,6.486991568189551e-06
1.23,0.9999863313058039,7.110855807943743e-06,6.557838388359244e-06
1.24,0.9999862068317269,7.163956154350106e-06,6.629212118970566e-06
1.25,0.999986080992941,7.217886066240342e-06,6.701120993034095e-06
1.26,0.9999859537683464,7.272658284074899e-06,6.773573369743764e-06
1.27,0.9999858251364665,7.328285796784248e-06,6.846577736936972e-06
1.28,0.9999856950754399,7.384781846783124e-06,6.920142713604275e-06
1.29,0.9999855635630127,7.442159935099282e-06,6.9942770524497875e-06
1.3,0.9999854305765311,7.500433826619507e-06,7.068989642503456e-06
1.31,0.999985296092933,7.559617555455674e-06,7.144289511786393e-06
1.32,0.9999851600887397,7.619725430433726e-06,7.2201858300304826e-06
1.33,0.9999850225400481,7.680772040708521e-06,7.296687911453502e-06
1.34,0.9999848834225211,7.74277226150757e-06,7.373805217591037e-06
1.35,0.99998474271138,7.80574126000675e-06,7.451547360186488e-06
1.36,0.9999846003813948,7.869694501341212e-06,7.529924104140511e-06
1.37,0.999984456406875,7.934647754754693e-06,7.608945370521252e-06
1.3800000000000001,0.9999843107616608,8.000617099890623e-06,7.68862123963679e-06
1.3900000000000001,0.999984163419113,8.067618933228446e-06,7.7689619541712e-06
1.4000000000000001,0.9999840143521034,8.135669974668677e-06,7.849977922385738e-06
1.41,0.9999838635330047,8.204787274270313e-06,7.931679721386623e-06
1.42,0.9999837109336808,8.274988219144313e-06,8.014078100460969e-06
1.43,0.9999835565254754,8.346290540506951e-06,8.097183984482464e-06
1.44,0.9999834002792022,8.418712320896949e-06,8.18100847738838e-06
1.45,0.9999832421651331,8.492272001560396e-06,8.2655628657296e-06
1.46,0.9999830821529881,8.566988390007581e-06,8.350858622295354e-06
1.47,0.9999829202119229,8.642880667745947e-06,8.436907409814384e-06
1.48,0.9999827563105176,8.71996839819351e-06,8.523721084734362e-06
1.49,0.9999825904167646,8.798271534777176e-06,8.611311701081346e-06
1.5,0.9999824224980569,8.877810429220558e-06,8.699691514401165e-06
1.51,0.9999822525211747,8.958605840025924e-06,8.788872985784655e-06
1.52,0.9999820804522733,9.040678941155134e-06,8.878868785978704e-06
1.53,0.99998190625687,9.124051330914474e-06,8.969691799585115e-06
1.54,0.9999817298998301,9.208745041048464e-06,9.061355129349373e-06
1.55,0.9999815513453539,9.29478254604785e-06,9.153872100541404e-06
1.56,0.9999813705569625,9.382186772677095e-06,9.24725626543051e-06
1.57,0.999981187497483,9.47098110972688e-06,9.341521407856707e-06
1.58,0.9999810021290346,9.561189417997225e-06,9.436681547900726e-06
1.59,0.9999808144130133,9.652836040517006e-06,9.532750946655033e-06
1.6,0.9999806243100764,9.745945813005818e-06,9.629744111098241e-06
1.61,0.9999804317801269,9.84054407458425e-06,9.727675799075392e-06
1.62,0.9999802367822974,9.936656678738843e-06,9.826561024386594e-06
1.6300000000000001,0.999980039274934,1.003431000454815e-05,9.926415061986621e-06
1.6400000000000001,0.999979839215579,1.0133530968176485e-05,1.0027253453298106e-05
1.6500000000000001,0.9999796365609541,1.0234347034642121e-05,1.0129092011641027e-05
1.6600000000000001,0.9999794312669428,1.0336786229866926e-05,1.023194682778129e-05
1.67,0.9999792232885718,1.0440877153014532e-05,1.0335834275601238e-05
1.68,0.9999790125799934,1.0546648989124401e-05,1.0440771017895022e-05
1.69,0.9999787990944661,1.0654131522049294e-05,1.054677401229182e-05
1.7,0.9999785827843354,1.0763355147703902e-05,1.0653860517309974e-05
1.71,0.9999783636010142,1.0874350887632565e-05,1.0762048098545218e-05
1.72,0.9999781414949624,1.0987150402904229e-05,1.08713546349962e-05
1.73,0.9999779164156665,1.1101786008343045e-05,1.0981798325530635e-05
1.74,0.9999776883116177,1.1218290687103201e-05,1.1093397695495464e-05
1.75,0.9999774571302912,1.1336698105596827e-05,1.1206171603474541e-05
1.76,0.9999772228181233,1.1457042628784058e-05,1.1320139248197381e-05
1.77,0.9999769853204888,1.1579359335834602e-05,1.1435320175602681e-05
1.78,0.9999767445816781,1.1703684036170356e-05,1.1551734286060336e-05
1.79,0.9999765005448726,1.1830053285898968e-05,1.1669401841755832e-05
1.8,0.9999762531521214,1.1958504404648429e-05,1.1788343474240987e-05
1.81,0.9999760023443153,1.2089075492813087e-05,1.1908580192155067e-05
1.82,0.9999757480611619,1.2221805449221792e-05,1.2030133389120477e-05
1.83,0.9999754902411592,1.235673398923911e-05,1.2153024851817283e-05
1.84,0.9999752288215686,1.2493901663310912e-05,1.2277276768240971e-05
1.85,0.9999749637383881,1.26333498759659e-05,1.2402911736147916e-05
1.86,0.9999746949263233,1.2775120905284989e-05,1.2529952771693211e-05
1.87,0.9999744223187591,1.2919257922850788e-05,1.2658423318265576e-05
1.8800000000000001,0.9999741458477305,1.306580501418973e-05,1.278834725552421e-05
1.8900000000000001,0.9999738654438918,1.3214807199719798e-05,1.2919748908642592e-05
1.9000000000000001,0.9999735810364861,1.3366310456217117e-05,1.3052653057764338e-05
1.9100000000000001,0.9999732925533137,1.3520361738815064e-05,1.3187084947676371e-05
1.92,0.9999729999206989,1.3677009003549921e-05,1.3323070297704821e-05
1.93,0.9999727030634579,1.383630123046751e-05,1.3460635311839152e-05
1.94,0.9999724019048638,1.3998288447305607e-05,1.3599806689090245e-05
1.95,0.9999720963666123,1.41630217537674e-05,1.3740611634088234e-05
1.96,0.9999717863687858,1.4330553346401635e-05,1.3883077867926102e-05
1.97,0.9999714718298168,1.4500936544105563e-05,1.4027233639255181e-05
1.98,0.9999711526664503,1.4674225814267242e-05,1.4173107735638871e-05
1.99,0.9999708287937055,1.485047679956421e-05,1.4320729495171039e-05
2.0,0.9999705001248363,1.5029746345436033e-05,1.4470128818365768e-05
2.0100000000000002,0.9999701665712916,1.521209252824871e-05,1.4621336180325281e-05
2.02,0.9999698280426728,1.5397574684169452e-05,1.4774382643193035e-05
2.0300000000000002,0.9999694844466924,1.5586253438770827e-05,1.4929299868899201e-05
2.04,0.9999691356891305,1.5778190737383865e-05,1.5086120132205926e-05
2.05,0.9999687816737898,1.5973449876220204e-05,1.5244876334059936e-05
2.06,0.9999684223024505,1.617209553428398e-05,1.5405602015260304e-05
2.07,0.9999680574748235,1.6374193806094724e-05,1.5568331370449378e-05
2.08,0.9999676870885024,1.657981223524315e-05,1.573309926243508e-05
2.09,0.9999673110389143,1.6789019848802308e-05,1.589994123685303e-05
