Tiempo,Susceptibles,Infectados,Removidos
5.63,0.9259336393654246,0.0556125940859365,0.018453766548638752
5.64,0.9236441484891801,0.05733737429881225,0.0190184772120075
5.65,0.9212864139219149,0.059112897609418597,0.019600688468666326
5.66,0.918858720734513,0.060940365512041274,0.02020091375344548
5.67,0.9163593364125849,0.06282098504205717,0.02081967854535772
5.68,0.9137865127117675,0.0647559668746047,0.0214575204136277
5.69,0.9111384876885489,0.06674652326751691,0.02211498904393414
5.7,0.9084134879140243,0.06879386584269757,0.0227926462432781
5.71,0.9056097308777986,0.07089920320036769,0.02349106592183368
5.72,0.9027254275889948,0.07306373836092188,0.024210834050083292
5.73,0.8997587853809946,0.07528866602951648,0.024952548589488803
5.74,0.8967080109261272,0.0775751696789694,0.025716819394903376
5.75,0.8935713134660214,0.0799244184470913,0.026504268086887252
5.76,0.8903469082627509,0.08233756384519413,0.0273155278920549
5.7700000000000005,0.887033020275207,0.0848157362752408,0.02815124344955205
5.78,0.8836278880643448,0.08736004135391548,0.029012070581739633
5.79,0.8801297679300414,0.08997155604280949,0.029898676027149042
5.8,0.8765369382812896,0.09265132458494027,0.03081173713377006
5.8100000000000005,0.872847704240309,0.09540035424895044,0.031751941510740504
5.82,0.8690604024798977,0.09821961088357599,0.03271998663652628
5.83,0.86517340629196,0.10111001428632688,0.033716579421713085
5.84,0.8611851308836314,0.10407243339179101,0.03474243572457763
5.8500000000000005,0.8570940388957782,0.10710768128655347,0.035798279817668296
5.86,0.8528986461368828,0.11021651005941382,0.03688484380370327
5.87,0.8485975275234272,0.11339960549738261,0.03800286697919006
5.88,0.8441893232158775,0.11665758163983794,0.03915309514428444
5.89,0.8396727449372421,0.11999097520521712,0.04033627985754067
5.9,0.8350465824589443,0.12340023990669677,0.041553177634358854
5.91,0.8303097102364221,0.12688574067546735,0.04280454908811044
5.92,0.8254610941744607,0.13044774781241894,0.044091158013120246
5.93,0.8204997984997878,0.13408643109130955,0.04541377040890244
5.94,0.8154249927159438,0.13780185383876578,0.046773153445290275
5.95,0.8102359586128892,0.1415939670187465,0.04817007436836416
5.96,0.8049320973012689,0.14546260335136071,0.04960529934737028
5.97,0.7995129362387249,0.14940747149814296,0.05107959226313212
5.98,0.7939781362131847,0.1534281503480263,0.05259371343878895
5.99,0.7883274982456693,0.15752408344028274,0.05414841831404789
6.0,0.782560970372901,0.1616945735625902,0.05574445606450872
6.01,0.7766786542678883,0.1659387775641009,0.057382568168010704
6.0200000000000005,0.7706808116547514,0.1702557014248913,0.05906348692035716
6.03,0.7645678704723723,0.17464419562443353,0.06078793390319403
6.04,0.7583404307400478,0.1791029508527021,0.06255661840725003
6.05,0.7519992700772274,0.18363049410818671,0.06437023581458572
6.0600000000000005,0.7455453488286757,0.18822518522738074,0.06622946594394337
6.07,0.7389798147460408,0.19288521389022387,0.06813497136373516
6.08,0.7323040071768838,0.1976085971454664,0.07008739567764954
6.09,0.72551946071275,0.2023931774989585,0.07208736178829132
6.1000000000000005,0.718627908248876,0.2072366216064301,0.07413547014469371
6.11,0.7116312834096581,0.21213641961039426,0.07623229697994748
6.12,0.7045317222960612,0.21708988515836194,0.07837839254557663
6.13,0.6973315645137549,0.22209415613659741,0.08057427934964752
6.140000000000001,0.6900333534439153,0.22714619615016085,0.08282045040592374
6.15,0.6826398357223392,0.2322427967759936,0.08511736750166705
6.16,0.6751539598967605,0.2373805806113094,0.08746545949192996
6.17,0.667578874237027,0.24255600513458891,0.08986512062838396
6.18,0.6599179236780607,0.24776536739106575,0.09231670893087346
6.19,0.6521746458812446,0.2530048095087794,0.09482054460997587
6.2,0.6443527664060161,0.2582703250451056,0.09737690854887816
6.21,0.6364561929899393,0.263557766157213,0.09998604085284761
6.22,0.6284890089423205,0.2688628515832042,0.10264813947447511
6.23,0.6204554656634453,0.2741811754138509,0.10536335892270358
6.24,0.6123599743086765,0.2795082166279056,0.1081318090634177
6.25,0.6042070966238802,0.2848393493570527,0.11095355401906692
6.26,0.5960015349858467,0.290169853839733,0.11382861117442007
6.2700000000000005,0.5877481216884571,0.2954949280164345,0.11675695029510819
6.28,0.5794518075222204,0.3008096997126725,0.11973849276510695
6.29,0.5711176497013781,0.3061092393498805,0.12277311094874122
6.3,0.5627507991989485,0.3113885731188828,0.12586062768216844
6.3100000000000005,0.5543564875557743,0.31664269654560645,0.12900081589861906
6.32,0.5459400132347655,0.3218665883742884,0.1321933983909459
6.33,0.5375067275960148,0.32705522468971737,0.13543804771426762
6.34,0.5290620205722333,0.33220359319707465,0.1387343862306919
6.3500000000000005,0.5206113061269663,0.3373067075757563,0.1420819862972772
6.36,0.5121600075802407,0.34235962182220986,0.14548037059754923
6.37,0.5037135428876399,0.34735744449632533,0.1489290126160345
6.38,0.49527730995928165,0.35229535278629753,0.15242733725442054
6.390000000000001,0.48685667210477107,0.35716860630812186,0.15597472158710676
6.4,0.4784569436889314,0.3619725605579867,0.15957049575308158
6.41,0.4700833760809895,0.36670267993875266,0.16321394398025746
6.42,0.4617411439769516,0.37135455028542164,0.16690430573762643
6.43,0.45343533217118476,0.37592389081894706,0.17064077700986785
6.44,0.44517092284878435,0.38040656546285495,0.17442251168836034
6.45,0.43695278346521693,0.3847985934628613,0.1782486230719214
6.46,0.4287856552740627,0.38909615925590557,0.18211818547003142
6.47,0.42067414255752006,0.3932956215416836,0.18603023590079606
6.48,0.4126227026077676,0.3973935215167658,0.18998377587546628
6.49,0.4046356365003968,0.4013865902386305,0.1939777732609724
6.5,0.3967170806940248,0.4052717550943361,0.1980111642116388
6.51,0.388870999482969,0.4090461453560006,0.20208285516103014
6.5200000000000005,0.3811011783226009,0.4127070968126598,0.20619172486473905
6.53,0.37341121803978944,0.416252155475353,0.21033662648485732
6.54,0.3658045299337798,0.41967908035934354,0.21451638970687636
6.55,0.3582843317660067,0.4229858453541564,0.21872982287983664
6.5600000000000005,0.35085364463079105,0.4261706401985246,0.22297571517068415
6.57,0.34351529069267434,0.42923187058333145,0.22725283872399402
6.58,0.33627189177036537,0.432168157411155,0.23155995081847944
6.59,0.32912586874195515,0.434978335246028,0.23589579601201663
6.6000000000000005,0.3220794417412366,0.4376614499914888,0.2402591082672744
6.61,0.31513463111067286,0.4402167558388885,0.24464861305043847
6.62,0.3082932590728131,0.4426437115312299,0.24906302939595684
6.63,0.30155695207876576,0.44494197599053453,0.25350107193069954
6.640000000000001,0.29492714378971,0.44711140335887256,0.25796145285141725
6.65,0.2884050786453492,0.4491520375047578,0.2624428838498929
6.66,0.2819918159716733,0.4510641060476237,0.2669440779807029
6.67,0.2756882345793812,0.4528480139535838,0.2714637514670349
6.68,0.2694950378037915,0.45450433675566787,0.27600062544054044
6.69,0.26341275893701427,0.4560338134512529,0.2805534276117327
6.7,0.2574417670035315,0.4574373391285085,0.28512089386795986
6.71,0.25158227283110524,0.458715957372395,0.2897017697964996
6.72,0.24583433537005742,0.4598708524991273,0.2942948121308151
6.73,0.24019786821540914,0.4609033416660955,0.29889879011849513
6.74,0.23467264628808598,0.4618148669020559,0.3035124868098578
6.75,0.2292583126333487,0.4626069871000156,0.3081347002666354
6.76,0.22395438529675807,0.4632813700126728,0.3127642446905688
6.7700000000000005,0.21876026424028827,0.4638397842875865,0.3173999514721249
6.78,0.21367523826362797,0.46428409157646244,0.3220406701599092
6.79,0.20869849189821937,0.46461623875010594,0.32668526935167436
6.8,0.20382911224414757,0.4648382502477249,0.3313326375081272
6.8100000000000005,0.1990660957225778,0.464952220586412,0.3359816836910099
6.82,0.19440835471901863,0.46496030705380736,0.34063133822717373
6.83,0.18985472409524035,0.4648647226041784,0.345280553300581
6.84,0.18540396755017788,0.4646677289754626,0.34992830347435927
6.8500000000000005,0.18105478381257856,0.46437163004222676,0.35457358614519446
6.86,0.17680581265050052,0.4639787654170131,0.3592154219324861
6.87,0.17265564068501368,0.46349150431018443,0.36385285500480163
6.88,0.168602806997592,0.46291223965615264,0.36848495334625514
6.890000000000001,0.16464580852270463,0.4622433825117892,0.3731108089655059
6.9,0.1607831052190078,0.4614873567308729,0.37772953805011905
6.91,0.15701312501430534,0.4606465939166343,0.3823402810690601
6.92,0.15333426852108079,0.4597235286528107,0.3869422028261083
6.93,0.1497449135209078,0.45872059401212273,0.3915344924669693
6.94,0.14624341921741854,0.45764021733973104,0.3961163634428503
6.95,0.1428281302587543,0.45648481630801546,0.4006870534332301
6.96,0.1394973805315409,0.4552567952379443,0.4052458242305146
6.97,0.13624949672942935,0.4539585416813547,0.40979196158921577
6.98,0.13308280170012227,0.4525924232576461,0.4143247750422315
6.99,0.12999561757557604,0.4511607847376891,0.4188435976867347
7.0,0.12698626869073262,0.4496659453671611,0.42334778594210615
7.01,0.1240530842966989,0.4481101964210379,0.4278367192822631
7.0200000000000005,0.12119440107476326,0.4464957989805834,0.4323097999446532
7.03,0.11840856545802411,0.444824981923882,0.4367664526180937
7.04,0.11569393576771009,0.4430999401207438,0.4412061241115459
7.05,0.11304888417150355,0.44132283282267465,0.4456282830058216
7.0600000000000005,0.11047179847134389,0.4394957822385301,0.45003241929012583
7.07,0.10796108372829094,0.43762087228646296,0.45441804398524593
7.08,0.10551516373207814,0.43570014751281955,0.45878468875510214
7.09,0.10313248232298522,0.43373561216873063,0.463131905508284
7.1000000000000005,0.10081150457361687,0.43172922943528036,0.4674592659911026
7.11,0.09855071783809216,0.4296829207883067,0.47176636137360095
7.12,0.09634863267603416,0.42759856549409225,0.4760528018298734
7.13,0.09420378365860542,0.42547800022743293,0.48031821611396147
7.140000000000001,0.0921147300636658,0.4233230188038265,0.4845622511325075
7.15,0.09008005646694009,0.42113537201779194,0.4887845715152678
7.16,0.08809837323587584,0.41891676757961677,0.4929848591845072
7.17,0.08616831693265162,0.4166688701431256,0.4971628129242226
7.18,0.08428855063256445,0.41439330141736586,0.5013181479500695
7.19,0.08245776416378583,0.4120916403554174,0.5054505954807965
7.2,0.08067467427423058,0.4097654234138421,0.509559902311927
7.21,0.07893802473103416,0.40741614487660355,0.513645830392362
7.22,0.0772465863578839,0.40504525723759544,0.5177081564045204
7.23,0.07559915701519963,0.40265417163622547,0.5217466713485746
7.24,0.07399456152791088,0.40024425834080385,0.5257611801312849
7.25,0.07243165156533196,0.3978168472747813,0.5297515011598863
7.26,0.07090930547739556,0.3953732285811716,0.5337174659414324
7.2700000000000005,0.06942642809126848,0.3929146532207753,0.5376589186879558
7.28,0.06798195047214296,0.39044233360009367,0.541575715927763
7.29,0.06657482965177279,0.38795744422508643,0.5454677261231404
7.3,0.0652040483281062,0.385461122377181,0.5493348292947124
7.3100000000000005,0.06386861453915808,0.3829544688081849,0.5531769166526567
7.32,0.06256756131406196,0.3804385484509881,0.5569938902349496
7.33,0.061299946304047934,0.3779143911431654,0.5607856625527864
7.34,0.060064851395907205,0.37538299236080264,0.5645521562432899
7.3500000000000005,0.0588613823103259,0.3728453139600753,0.5682933037295985
7.36,0.05768866818730117,0.37030228492429906,0.5720090468883995
7.37,0.05654586116069139,0.3677548021143578,0.5756993367249505
7.38,0.055432135923798594,0.36520373102058584,0.5793641330556153
7.390000000000001,0.054346689287736234,0.3626499065143465,0.5830034041979171
7.4,0.05328873973419714,0.36009413359770254,0.5866171266681002
7.41,0.05225752696410698,0.3575371881497206,0.5902052848861723
7.42,0.0512523114435254,0.3549798176680867,0.5937678708883878
7.43,0.05027237394804176,0.35242274200484,0.5973048840471181
7.44,0.0493170151068034,0.34986665409515033,0.6008163307980462
7.45,0.048385554947212646,0.347312220678178,0.6043022243746092
7.46,0.04747733244123289,0.34476008300915945,0.6077625845496075
7.47,0.046591705054154726,0.34221085756195857,0.6111974373838865
7.48,0.04572804829658946,0.33966513672141624,0.6146068149819941
7.49,0.044885755280379164,0.3371234894649128,0.6179907552547078
7.5,0.044064236279039805,0.3345864620326381,0.6213493016883219
7.51,0.04326291829328639,0.33205457858613524,0.6246825031205782
7.5200000000000005,0.042481244622125984,0.329528341854751,0.6279904135231228
7.53,0.04171867443994633,0.3270082337696881,0.6312730917903654
7.54,0.04097468237997384,0.3244947160854104,0.6345306015346155
7.55,0.040248758124424626,0.32198823098820556,0.6377630108873695
7.5600000000000005,0.03954040600162618,0.31948920169175554,0.640970392306618
7.57,0.03884914459034499,0.3169980330196116,0.6441528223900431
7.58,0.03817450633151606,0.314515111974508,0.6473103816939757
7.59,0.03751603714753448,0.31204080829448655,0.6504431545579787
7.6000000000000005,0.036873296069236325,0.30957547499583676,0.6535512289349267
7.61,0.03624585487066592,0.30711944890288556,0.6566346962264483
7.62,0.03563329771169914,0.30467305116469906,0.6596936511236016
7.63,0.03503522078856716,0.3022365877587817,0.6627281914526509
7.640000000000001,0.03445123199230255,0.2998103499818806,0.6657384180258167
7.65,0.03388095057510866,0.2973946149280228,0.6687244344968684
7.66,0.03332400682463485,0.2949896459539293,0.6716863472214357
7.67,0.03278004174612302,0.29259569313196604,0.6746242651219108
7.68,0.03224870675237604,0.2902129936908055,0.6775382995568183
7.69,0.03172966336148485,0.2878417724439832,0.6804285641945318
7.7,0.031222582902239154,0.28548224220654506,0.6832951748912156
7.71,0.030727146227135828,0.28313460419998937,0.6861382495728746
7.72,0.030243043432889638,0.28079904844571424,0.6889579081213959
7.73,0.029769973588342675,0.27847575414718895,0.6917542722644682
7.74,0.02930764446966159,0.2761648900610709,0.6945274654692672
7.75,0.028855772302705484,0.2738666148574954,0.6972776128397988
7.76,0.028414081512441926,0.2715810774697671,0.7000048410177907
7.7700000000000005,0.027982304479284088,0.269308417433686,0.7027092780870297
7.78,0.02756018130221815,0.2670487652167405,0.7053910534810411
7.79,0.027147459568587124,0.26480224253740164,0.708050297894011
7.8,0.02674389413039472,0.26256896267475344,0.7106871431948516
7.8100000000000005,0.026349246886991053,0.2603490307686917,0.713301722344317
7.82,0.025963286574000655,0.2581425441109253,0.7158941693150738
7.83,0.02558578855835233,0.2559495924270104,0.718464619014637
7.84,0.025216534639270035,0.25377025814964715,0.7210132072110825
7.8500000000000005,0.024855312855083803,0.25160461668346645,0.7235400704614495
7.86,0.024501917295720158,0.24945273666153037,0.7260453460427493
7.87,0.024156147920731976,0.2473146801937692,0.7285291718854986
7.88,0.023817810382728698,0.24519050310757295,0.7309916865096981
7.890000000000001,0.02348671585606896,0.24308025518075285,0.733433028963178
7.9,0.023162680870679006,0.2409839803670847,0.735853338762236
7.91,0.022845527150861918,0.2389017170146423,0.7382527558344955
7.92,0.022535081458964355,0.23683349807712517,0.7406314204639102
7.930000000000001,0.022231175443769423,0.23477935131838107,0.7429894732378493
7.94,0.021933645493486333,0.23273929951031969,0.7453270549961937
7.95,0.02164233259320961,0.23071336062440995,0.7476443067823801
7.96,0.021357082186722883,0.22870154801694906,0.7499413697963278
7.97,0.021077744042524573,0.2267038706082872,0.752218385349188
7.98,0.020804172123955206,0.2247203330561881,0.7544754948198564
7.99,0.02053622446330849,0.22275093592350056,0.7567128396131907
8.0,0.02027376303981078,0.22079567584031273,0.7589305611198762
8.01,0.020016653661356083,0.21885454566075624,0.7611288006778875
8.02,0.019764765849886255,0.21692753461462302,0.7633076995354905
8.03,0.019517972730308617,0.21501462845395403,0.7654673988157371
8.040000000000001,0.019276150922845736,0.21311580959475415,0.7676080394823999
8.05,0.019039180438714724,0.21123105725398444,0.7697297623073006
8.06,0.018806944579035863,0.20936034758197797,0.7718327078389859
8.07,0.018579329836872997,0.20750365379042204,0.7739170163727047
8.08,0.01835622580231052,0.20566094627604564,0.7759828279216436
8.09,0.01813752507047443,0.2038321927401468,0.7780302821893785
8.1,0.017923123152407194,0.20201735830409118,0.7800595185435014
8.11,0.017712918388708785,0.20021640562090906,0.7820706759903819
8.120000000000001,0.017506811865858517,0.1984292949831146,0.7840638931510266
8.13,0.0173047073351347,0.19665598442686746,0.7860393082379976
8.14,0.017106511134051518,0.19489642983259342,0.7879970590333548
8.15,0.016912132110234703,0.19315058502217708,0.789937282867588
8.16,0.01672148154765995,0.19141840185283682,0.7918601165995031
8.17,0.016534473095180063,0.18969983030778823,0.7937656965970316
8.18,0.016351022697269155,0.18799481858379954,0.7956541587189312
8.19,0.01617104852691416,0.18630331317573937,0.7975256382973464
8.2,0.01599447092058607,0.18462525895821377,0.7993802701212
8.21,0.01582121231522534,0.18296059926438704,0.8012181884203875
8.22,0.01565119718717781,0.18130927596207738,0.8030395268507446
8.23,0.015484351993019434,0.1796712295272162,0.8048444184797642
8.24,0.01532060511221004,0.17804639911475648,0.8066329957730333
8.25,0.015159886791518069,0.17643472262711352,0.8084053905813682
8.26,0.01500212909116013,0.17483613678021853,0.8101617341286211
8.27,0.014847265832600843,0.17325057716726294,0.811902157000136
8.28,0.014695232547960228,0.17167797832020898,0.8136267891318306
8.290000000000001,0.014545966430977464,0.17011827376913966,0.8153357597998827
8.3,0.014399406289481484,0.16857139609951882,0.8170291976109996
8.31,0.014255492499320413,0.16703727700743015,0.8187072304932493
8.32,0.014114166959703385,0.16551584735286098,0.8203699856874356
8.33,0.013975373049909711,0.16400703721109555,0.8220175897389946
8.34,0.013839055587321823,0.16251077592227978,0.8236501684903983
8.35,0.013705160786739808,0.16102699213921753,0.8252678470740425
8.36,0.013573636220936674,0.15955561387345707,0.8268707499056062
8.370000000000001,0.0134444307824148,0.15809656853972343,0.8284590006778617
8.38,0.013317494646325296,0.1566497829987519,0.8300327223549228
8.39,0.013192779234513223,0.15521518359857495,0.8315920371669118
8.4,0.01307023718065282,0.15379269621431374,0.8331370666050334
8.41,0.012949822296438016,0.15238224628652386,0.8346679314170381
8.42,0.012831489538794684,0.15098375885814275,0.8361847516030625
8.43,0.012715194978082088,0.1495971586100854,0.8376876464118325
8.44,0.012600895767252122,0.14822236989553272,0.8391767343372151
8.45,0.012488550111935889,0.1468593167729561,0.8406521331151079
8.46,0.01237811724142819,0.1455079230379201,0.8421139597206516
8.47,0.012269557380541442,0.1441681122537033,0.8435623303657551
8.48,0.01216283172230146,0.14283980778077723,0.8449973604969212
8.49,0.012057902401458443,0.14152293280518052,0.8464191647933609
8.5,0.011954732468787376,0.14021741036582544,0.847827857165387
8.51,0.011853285866152887,0.13892316338077204,0.8492235507530749
8.52,0.01175352740231443,0.1376401146725043,0.850606357925181
8.53,0.01165542272944842,0.13636818699224137,0.85197639027831
8.540000000000001,0.011558938320364752,0.13510730304331606,0.853333758636319
8.55,0.011464041446395823,0.13385738550365142,0.8546785730499525
8.56,0.011370700155936938,0.13261835704736585,0.856010942796697
8.57,0.01127888325361763,0.13139014036553515,0.857330976380847
8.58,0.01118856028008411,0.13017265818614013,0.8586387815337755
8.59,0.011099701492373715,0.12896583329322667,0.8599344652143993
8.6,0.011012277844862818,0.1277695885453045,0.8612181336098323
8.61,0.010926260970770317,0.12658384689301017,0.8624898921362192
8.620000000000001,0.01084162316419933,0.12540853139605862,0.8637498454397418
8.63,0.010758337362700376,0.12424356523950747,0.8649980973977919
8.64,0.010676377130339788,0.12308887174935651,0.8662347511203035
8.65,0.010595716641257679,0.12194437440750502,0.867459908951237
8.66,0.010516330663700283,0.12080999686608825,0.8686736724702112
8.67,0.01043819454451198,0.11968566296121377,0.869876142494274
8.68,0.010361284194072786,0.11857129672611812,0.8710674190798089
8.69,0.010285576071667569,0.1174668224037627,0.8722476015245695
8.700000000000001,0.010211047171273682,0.11637216445888827,0.8734167883698378
8.71,0.010137675007754143,0.11528724758954584,0.8745750774026998
8.72,0.010065437603443902,0.11421199673812171,0.8757225656584342
8.73,0.009994313475117145,0.1131463371018738,0.8768593494230089
8.74,0.009924281621323972,0.11209019414299547,0.8779855242356804
8.75,0.009855321510085164,0.111043493598223,0.8791011848916918
8.76,0.009787413066934108,0.11000616148800207,0.8802064254450638
8.77,0.00972053666329532,0.108978124125228,0.8813013392114767
8.78,0.009654673105189334,0.10795930812357443,0.8823860187712362
8.790000000000001,0.009589803622254044,0.10694964040542419,0.8834605559723218
8.8,0.009525909857072934,0.10594904820941593,0.8845250419335111
8.81,0.009462973854800905,0.10495745909761953,0.8855795670475796
8.82,0.009400978053078726,0.10397480096235295,0.8866242209845683
8.83,0.00933990527222742,0.10300100203265274,0.8876590926951198
8.84,0.009279738705714169,0.10203599088040995,0.8886842704138759
8.85,0.009220461910881581,0.101079696426183,0.8896998416629354
8.86,0.009162058799932472,0.10013204794469847,0.890705893255369
8.870000000000001,0.009104513631162468,0.09919297507005057,0.8917025112987869
8.88,0.009047811000433092,0.0982624078006095,0.8926897811989573
8.89,0.00899193583287815,0.09734027650364908,0.8936677876634727
8.9,0.008936873374836483,0.0964265119197028,0.8946366147054606
8.91,0.008882609186004396,0.09552104516665823,0.8955963456473373
8.92,0.008829129131801236,0.09462380774359837,0.8965470631246003
8.93,0.008776419375941855,0.09373473153439912,0.897488849089659
8.94,0.00872446637320983,0.09285374881109108,0.898421784815699
8.950000000000001,0.008673256862425571,0.09198079223699404,0.8993459509005803
8.96,0.008622777859603572,0.09111579486963207,0.9002614272707643
8.97,0.008573016651293276,0.09025869016343696,0.9011682931852697
8.98,0.008523960788098183,0.08940941197224728,0.9020666272396545
8.99,0.008475598078368023,0.08856789455161053,0.9029565073700214
9.0,0.00842791658205892,0.08773407256089515,0.9038380108570458
9.01,0.00838090460475671,0.08690788106521918,0.904711214330024
9.02,0.008334550691858652,0.08608925553720218,0.905576193770939
9.03,0.008288843622908977,0.08527813185854655,0.9064330245185444
9.040000000000001,0.008243772406083816,0.0844744463214546,0.9072817812724615
9.05,0.00819932627282122,0.08367813562988709,0.9081225380972916
9.06,0.008155494672592101,0.08288913690066906,0.9089553684267387
9.07,0.008112267267808042,0.08210738766444842,0.9097803450677434
9.08,0.008069633928862084,0.08133282586651278,0.910597540204625
9.09,0.008027584729298664,0.08056538986746954,0.9114070254032317
9.1,0.007986109941109062,0.07980501844379445,0.9122088716150965
9.11,0.007945200030148755,0.07905165078825331,0.9130031491815979
9.120000000000001,0.00790484565167324,0.07830522651020168,0.913789927838125
9.13,0.007865037645988983,0.07756568563576698,0.914569276718244
9.14,0.007825767034216207,0.07683296860791759,0.9153412643578661
9.15,0.007787025014160419,0.07610701628642301,0.9161059586994165
9.16,0.007748802956289577,0.07538776994770925,0.9168634270960011
9.17,0.00771109239981396,0.07467517128461365,0.9176137363155723
9.18,0.007673885048865852,0.07396916240604261,0.9183569525450914
9.19,0.007637172768776267,0.07326968583653631,0.9190931413946873
9.200000000000001,0.007600947582445995,0.0725766845157439,0.91982236790181
9.21,0.0075652016668083695,0.07189010179781255,0.920544696535379
9.22,0.007529927349381187,0.07120988145069405,0.9212601911999246
9.23,0.007495117104905336,0.07053596765537186,0.9219689152397227
9.24,0.007460763552067726,0.06986830500501204,0.9226709314429201
9.25,0.007426859450306199,0.0692068385040411,0.9233663020456526
9.26,0.007393397696694171,0.06855151356715361,0.9240550887361522
9.27,0.007360371322902819,0.06790227601825265,0.9247373526588445
9.28,0.007327773492238692,0.06725907208932558,0.9254131544184356
9.290000000000001,0.007295597496754677,0.06662184841925818,0.926082554083987
9.3,0.007263836754432343,0.06599055205258948,0.926745611192978
9.31,0.0072324848064337,0.06536513043820992,0.9274023847553563
9.32,0.0072015353144205116,0.06474553142800525,0.9280529332575742
9.33,0.007170982057939317,0.06413170327544856,0.9286973146666121
9.34,0.0071408189318704065,0.06352359463414269,0.9293355864339868
9.35,0.007111039943939012,0.06292115455631518,0.9299678054997458
9.36,0.007081639212287049,0.06232433249126807,0.9305940282964449
9.370000000000001,0.0070526109631037955,0.06173307828378434,0.9312143107531119
9.38,0.007023949528313913,0.061147342172493235,0.9318287082991928
9.39,0.006995649343321295,0.060567074788196305,0.9324372758684824
9.4,0.006967704944807253,0.059992227152156,0.9330400679030367
9.41,0.006940110968581597,0.059422750674348705,0.9336371383570696
9.42,0.006912862147485206,0.058858597151683886,0.9342285407008308
9.43,0.006885953309342731,0.058299718766191104,0.9348143279244661
9.44,0.006859379374964112,0.05774606808317649,0.9353945525418593
9.450000000000001,0.006833135356193612,0.05719759804935027,0.935969266594456
9.46,0.006807216354005134,0.056654261990926894,0.9365385216550679
9.47,0.006781617556642608,0.05611601361169921,0.9371023688316581
9.48,0.006756334237804257,0.055582806991088154,0.9376608587711075
9.49,0.006731361754869614,0.055054596582169275,0.9382140416629611
9.5,0.006706695547168165,0.05453133720967752,0.9387619672431543
9.51,0.006682331134288556,0.05401298406799149,0.93930468479772
9.52,0.006658264114427287,0.053499492719098464,0.9398422431664742
9.53,0.006634490162775902,0.05299081909054139,0.9403746907466827
9.540000000000001,0.006611005029945659,0.052486919473348964,0.9409020754967053
9.55,0.006587804540428736,0.05198775051995,0.9414244449396212
9.56,0.006564884591095014,0.05149326924207313,0.9419418461668317
9.57,0.0065422411497235555,0.05100343300863287,0.9424543258416435
9.58,0.00651987025356786,0.050518199543603176,0.9429619302028288
9.59,0.006497768007954064,0.05003752692387925,0.9434647050681665
9.6,0.006475930584911233,0.04956137357712884,0.9439626958379598
9.61,0.006454354221832933,0.049089698279633685,0.9444559474985332
9.620000000000001,0.006433035220169298,0.04862246015412217,0.9449445046257083
9.63,0.006411969944148812,0.048159618667593926,0.9454284113882571
9.64,0.006391154819529073,0.04770113362913724,0.9459077115513335
9.65,0.006370586332375791,0.04724696518774015,0.9463824484798838
9.66,0.006350261027869336,0.04679707383009585,0.9468526651420346
9.67,0.006330175509138119,0.04635142037840323,0.9473184041124584
9.68,0.006310326436118171,0.0459099659881633,0.9477797075757183
9.69,0.0062907105244382295,0.04547267214597206,0.9482366173295894
9.700000000000001,0.006271324544329733,0.04503950066731064,0.9486891747883593
9.71,0.006252165319561086,0.04461041369433323,0.9491374209861054
9.72,0.006233229726395602,0.044185373693653475,0.9495813965799507
9.73,0.0062145146925725375,0.043764343454129905,0.9500211418532973
9.74,0.006196017196310652,0.04334728608465101,0.9504566967190381
9.75,0.00617773426533374,0.04293416501192049,0.9508881007227455
9.76,0.006159662975917599,0.04252494397824319,0.951315393045839
9.77,0.0061418004519579,0.042119587039312296,0.9517386125087296
9.78,0.006124143864058466,0.04171805856199822,0.9521577975739431
9.790000000000001,0.006106690428639448,0.041320323222139695,0.9525729863492207
9.8,0.00608943740706493,0.04092634600233753,0.9529842165905974
9.81,0.006072382104789474,0.040536092189751446,0.9533915257054589
9.82,0.006055521870523171,0.04014952737390047,0.9537949507555762
9.83,0.006038854095414727,0.03976661744446719,0.9541945284601179
9.84,0.00602237621225217,0.03938732858910641,0.9545902951986412
9.85,0.0060060856946807465,0.03901162729125845,0.9549822870140606
9.86,0.0059899800564375974,0.03863948032796753,0.9553705396155947
9.870000000000001,0.0059740568506028114,0.03827085476770558,0.9557550883816914
9.88,0.00595831366886647,0.03790571796820173,0.9561359683629316
9.89,0.005942748140811295,0.037544037574277975,0.9565132142849105
9.9,0.005927357933210546,0.03718578151569109,0.9568868605510982
9.91,0.00591214074934078,0.03683091800498132,0.9572569412456777
9.92,0.0058970943283091545,0.036479415535327964,0.9576234901363627
9.93,0.005882216444394901,0.03613124287841219,0.9579865406771928
9.94,0.005867504906404658,0.03578636908228734,0.9583461260113079
9.950000000000001,0.005852957557041329,0.035444763469256985,0.9587022789737015
9.96,0.005838572272286148,0.0351063956337609,0.9590550320939528
9.97,0.005824346960793649,0.034771235440269305,0.9594044175989369
9.98,0.005810279563299237,0.034439253021185445,0.9597504674155152
9.99,0.0057963680520390646,0.03411041877475687,0.960093213173204
10.0,0.0057826104301819375,0.03378470336299547,0.9604326862068224
10.01,0.005769004731272958,0.03346207770960656,0.9607689175591203
10.02,0.005755549018688649,0.03314251299792713,0.9611019379833841
10.03,0.005742241385103284,0.03282598066887347,0.9614317779460231
10.040000000000001,0.00572907995196617,0.03251245241889832,0.9617584676291353
10.05,0.005716062868989635,0.0322019001979577,0.9620820369330525
10.06,0.005703188313647466,0.03189429620748752,0.9624025154788648
